,demand_R1,PV,WindOnshore,demand_R2,demand_R4,demand_R3
t2828,59531,1265,8352,53577,41671,8929
t2829,58059,125,7876,52253,40641,8708
t2830,56405,0,6699,50764,39483,8460
t2831,53359,0,6679,48023,37351,8003
t2832,49320,0,6901,44388,34524,7398
t2833,45561,0,7070,41004,31892,6834
t2834,43893,0,7264,39503,30725,6583
t2835,42973,0,7168,38675,30081,6445
t2836,43875,0,7120,39487,30712,6581
t2837,45627,0,7090,41064,31938,6844
t2838,48665,107,7218,43798,34065,7299
t2839,55222,1557,7159,49699,38655,8283
t2840,60014,5447,5949,54012,42009,9002
t2841,62120,10867,4458,55908,43484,9318
t2842,63083,16346,4614,56774,44158,9462
t2843,64558,20595,5593,58102,45190,9683
t2844,65915,22764,6402,59323,46140,9887
t2845,64968,22820,6303,58471,45477,9745
t2846,64163,22305,5933,57746,44914,9624
t2847,62876,20548,5687,56588,44013,9431
t2848,61621,17622,5559,55458,43134,9243
t2849,60009,13569,5568,54008,42006,9001
t2850,59149,8654,5515,53234,41404,8872
t2851,59147,4150,5173,53232,41402,8872
t2852,58507,1239,4649,52656,40954,8776
t2853,57650,105,4722,51885,40355,8647
t2854,56719,0,6257,51047,39703,8507
t2855,53005,0,7970,47704,37103,7950
t2856,48124,0,8550,43311,33686,7218
t2857,44690,0,9414,40221,31282,6703
t2858,42646,0,9180,38381,29852,6396
t2859,41790,0,8764,37611,29252,6268
t2860,42267,0,7604,38040,29586,6340
t2861,43842,0,6905,39457,30689,6576
t2862,47287,79,6605,42558,33100,7093
t2863,54541,995,5995,49086,38178,8181
t2864,60693,3368,4948,54623,42485,9103
t2865,62799,6610,4280,56519,43959,9419
t2866,63195,10270,4825,56875,44236,9479
t2867,64055,13843,6019,57649,44838,9608
t2868,66000,15800,7575,59400,46200,9900
t2869,65696,15877,8099,59126,45987,9854
t2870,64360,15652,8766,57924,45052,9654
t2871,63085,15027,8545,56776,44159,9462
t2872,61971,13448,8057,55773,43379,9295
t2873,60178,10252,7598,54160,42124,9026
t2874,59313,6477,6573,53381,41519,8896
t2875,59035,3015,5831,53131,41324,8855
t2876,58118,811,5694,52306,40682,8717
t2877,56355,75,5663,50719,39448,8453
t2878,53946,0,5246,48551,37762,8091
t2879,50371,0,4432,45333,35259,7555
t2880,46532,0,4077,41878,32572,6979
t2881,42542,0,4161,38287,29779,6381
t2882,40423,0,4390,36380,28296,6063
t2883,38995,0,4597,35095,27296,5849
t2884,38789,0,4665,34910,27152,5818
t2885,38692,0,4438,34822,27084,5803
t2886,38011,72,3954,34209,26607,5701
t2887,36157,942,3432,32541,25309,5423
t2888,38039,3090,2534,34235,26627,5705
t2889,40972,6082,2001,36874,28680,6145
t2890,44564,8493,2024,40107,31194,6684
t2891,46507,10108,2158,41856,32554,6976
t2892,48409,11024,2335,43568,33886,7261
t2893,47457,11587,2572,42711,33219,7118
t2894,45726,12154,2755,41153,32008,6858
t2895,44473,11594,2747,40025,31131,6670
t2896,43379,10247,2715,39041,30365,6506
t2897,43033,8377,2605,38729,30123,6454
t2898,43825,5490,2479,39442,30677,6573
t2899,44681,2913,2201,40212,31276,6702
t2900,44639,970,2039,40175,31247,6695
t2901,44368,119,2093,39931,31057,6655
t2902,44898,0,2181,40408,31428,6734
t2903,43754,0,1992,39378,30627,6563
t2904,40491,0,1890,36441,28343,6073
t2905,37511,0,1750,33759,26257,5626
t2906,35788,0,1645,32209,25051,5368
t2907,34904,0,1489,31413,24432,5235
t2908,34972,0,1439,31474,24480,5245
t2909,35878,0,1373,32290,25114,5381
t2910,36858,102,1306,33172,25800,5528
t2911,38007,1257,1262,34206,26604,5701
t2912,41453,4196,960,37307,29017,6217
t2913,45460,8145,784,40914,31821,6819
t2914,47998,12024,1116,43198,33598,7199
t2915,50074,14928,1303,45066,35051,7511
t2916,51223,16313,1475,46100,35856,7683
t2917,50574,16857,1643,45516,35401,7586
t2918,49030,16652,1793,44127,34321,7354
t2919,47766,15560,1766,42989,33436,7164
t2920,47517,13360,1599,42765,33261,7127
t2921,46914,10800,1281,42222,32839,7037
t2922,47317,7562,1072,42585,33121,7097
t2923,48058,4227,910,43252,33640,7208
t2924,47702,1435,843,42931,33391,7155
t2925,46434,158,1092,41790,32503,6965
t2926,46433,0,1712,41789,32503,6964
t2927,45000,0,2600,40500,31499,6750
t2928,41735,0,3327,37561,29214,6260
t2929,38597,0,3737,34737,27017,5789
t2930,36372,0,4403,32734,25460,5455
t2931,35228,0,4895,31705,24659,5284
t2932,35201,0,5699,31680,24640,5280
t2933,35585,0,6198,32026,24909,5337
t2934,35549,69,6889,31994,24884,5332
t2935,35206,880,7255,31685,24644,5280
t2936,37216,3059,6630,33494,26051,5582
t2937,40775,5910,5360,36697,28542,6116
t2938,43656,8481,5079,39290,30559,6548
t2939,45751,10448,6337,41175,32025,6862
t2940,49386,11812,8217,44447,34570,7407
t2941,49629,11724,10166,44666,34740,7444
t2942,48226,10678,11609,43403,33758,7233
t2943,47049,9163,12092,42344,32934,7057
t2944,46535,6981,12332,41881,32574,6980
t2945,46372,4616,12337,41734,32460,6955
t2946,47310,2786,12137,42579,33117,7096
t2947,48893,1500,11721,44003,34225,7333
t2948,48246,421,11158,43421,33772,7236
t2949,47649,42,11339,42884,33354,7147
t2950,47292,0,12102,42562,33104,7093
t2951,46466,0,12464,41819,32526,6969
t2952,42916,0,12556,38624,30041,6437
t2953,39903,0,12542,35912,27932,5985
t2954,38231,0,12655,34407,26761,5734
t2955,37615,0,12610,33853,26330,5642
t2956,37982,0,12732,34183,26587,5697
t2957,39630,0,11982,35667,27741,5944
t2958,44392,101,11344,39952,31074,6658
t2959,52979,1149,10848,47681,37085,7946
t2960,58569,3713,9923,52712,40998,8785
t2961,61615,7260,9756,55453,43130,9242
t2962,62956,10858,10281,56660,44069,9443
t2963,64257,13833,10268,57831,44979,9638
t2964,65337,15958,9965,58803,45735,9800
t2965,64751,17521,9546,58275,45325,9712
t2966,64590,16790,8940,58131,45213,9688
t2967,61568,14580,7574,55411,43097,9235
t2968,59687,13272,5771,53718,41780,8953
t2969,58266,10906,4053,52439,40786,8739
t2970,58803,7466,2410,52922,41162,8820
t2971,59042,3650,1323,53137,41329,8856
t2972,58683,1208,941,52814,41078,8802
t2973,57286,96,1591,51557,40100,8592
t2974,56544,0,3400,50889,39580,8481
t2975,52348,0,6470,47113,36643,7852
t2976,47228,0,8814,42505,33059,7084
t2977,43810,0,12035,39429,30666,6571
t2978,41810,0,14435,37629,29266,6271
t2979,41293,0,15498,37163,28905,6193
t2980,41759,0,15749,37583,29231,6263
t2981,42945,0,16223,38650,30061,6441
t2982,47389,95,17391,42650,33172,7108
t2983,55274,1011,17575,49746,38691,8291
t2984,61981,2948,16943,55782,43386,9297
t2985,64285,5357,15474,57856,44999,9642
t2986,65426,7673,14574,58883,45798,9813
t2987,67714,10580,14477,60942,47399,10157
t2988,68950,13487,15277,62055,48265,10342
t2989,69542,14267,15883,62587,48679,10431
t2990,67071,13097,16067,60363,46949,10060
t2991,65057,10773,16422,58551,45539,9758
t2992,63724,9120,17613,57351,44606,9558
t2993,62661,8195,19283,56394,43862,9399
t2994,63203,6164,21207,56882,44242,9480
t2995,63102,3221,21957,56791,44171,9465
t2996,61781,1076,20728,55602,43246,9267
t2997,60214,130,17576,54192,42149,9032
t2998,58537,0,14702,52683,40975,8780
t2999,53426,0,11883,48083,37398,8013
t3000,48319,0,10237,43487,33823,7247
t3001,44727,0,8990,40254,31308,6709
t3002,42738,0,8799,38464,29916,6410
t3003,41699,0,8643,37529,29189,6254
t3004,41956,0,8308,37760,29369,6293
t3005,43579,0,8207,39221,30505,6536
t3006,47327,151,8291,42594,33128,7099
t3007,54686,1345,8105,49217,38280,8202
t3008,60494,3996,7401,54444,42345,9074
t3009,63347,7159,7193,57012,44342,9502
t3010,63371,10353,8724,57033,44359,9505
t3011,64391,13163,11078,57951,45073,9658
t3012,66903,15281,13072,60212,46832,10035
t3013,67579,16122,14654,60821,47305,10136
t3014,66774,17084,15823,60096,46741,10016
t3015,66049,17284,16440,59444,46234,9907
t3016,64385,15619,17038,57946,45069,9657
t3017,62849,12535,17268,56564,43994,9427
t3018,62563,8639,16390,56306,43794,9384
t3019,62096,4677,15792,55886,43467,9314
t3020,61747,1656,13911,55572,43222,9262
t3021,59041,205,13196,53136,41328,8856
t3022,57558,0,14402,51802,40290,8633
t3023,54945,0,15539,49450,38461,8241
t3024,48860,0,14998,43974,34202,7329
t3025,45297,0,15393,40767,31707,6794
t3026,43944,0,15851,39549,30760,6591
t3027,43263,0,16528,38936,30284,6489
t3028,43869,0,17049,39482,30708,6580
t3029,45509,0,17102,40958,31856,6826
t3030,48356,149,17266,43520,33849,7253
t3031,55562,1586,16968,50005,38893,8334
t3032,61579,4790,15947,55421,43105,9236
t3033,64744,9017,16398,58269,45320,9711
t3034,66259,13066,17043,59633,46381,9938
t3035,67780,15347,16640,61002,47446,10167
t3036,67814,17079,15749,61032,47469,10172
t3037,67248,17527,14843,60523,47073,10087
t3038,66808,17946,13582,60127,46765,10021
t3039,65463,18032,12405,58916,45824,9819
t3040,64476,16908,11040,58028,45133,9671
t3041,63331,14023,10094,56997,44331,9499
t3042,61487,9867,9055,55338,43040,9223
t3043,60576,5484,7227,54518,42403,9086
t3044,59688,1889,4926,53719,41781,8953
t3045,57437,224,3031,51693,40205,8615
t3046,56591,0,2190,50931,39613,8488
t3047,53075,0,1714,47767,37152,7961
t3048,48006,0,1319,43205,33604,7200
t3049,44811,0,1149,40329,31367,6721
t3050,42815,0,1190,38533,29970,6422
t3051,41677,0,1412,37509,29173,6251
t3052,41905,0,1631,37714,29333,6285
t3053,43479,1,1937,39131,30435,6521
t3054,46952,174,1949,42256,32866,7042
t3055,53940,1643,2043,48546,37758,8091
t3056,59916,4723,1871,53924,41941,8987
t3057,62466,9320,1157,56219,43726,9369
t3058,63025,14191,692,56722,44117,9453
t3059,64347,18132,672,57912,45042,9652
t3060,65478,20789,681,58930,45834,9821
t3061,64757,21718,622,58281,45329,9713
t3062,63672,21256,591,57304,44570,9550
t3063,62093,19718,584,55883,43465,9313
t3064,60571,16990,601,54513,42399,9085
t3065,59622,13054,732,53659,41735,8943
t3066,58644,8410,1014,52779,41050,8796
t3067,57924,4329,1531,52131,40546,8688
t3068,56844,1480,2109,51159,39790,8526
t3069,55112,171,2885,49600,38578,8266
t3070,54533,0,4378,49079,38173,8179
t3071,51600,0,5330,46440,36120,7740
t3072,46984,0,5787,42285,32888,7047
t3073,42887,0,5971,38598,30020,6433
t3074,40413,0,6323,36371,28289,6061
t3075,38787,0,6580,34908,27150,5818
t3076,38456,0,6944,34610,26919,5768
t3077,38871,1,7458,34983,27209,5830
t3078,39443,115,7830,35498,27610,5916
t3079,41289,1037,8339,37160,28902,6193
t3080,45889,2936,8050,41300,32122,6883
t3081,50007,5658,8202,45006,35004,7501
t3082,53868,8459,8989,48481,37707,8080
t3083,56071,10521,10213,50463,39249,8410
t3084,57687,11995,12095,51918,40380,8653
t3085,55956,12920,14233,50360,39169,8393
t3086,53744,13228,15110,48369,37620,8061
t3087,51770,13173,15824,46593,36239,7765
t3088,50830,11409,16516,45747,35581,7624
t3089,50099,9336,16288,45089,35069,7514
t3090,50689,6909,15143,45620,35482,7603
t3091,51372,4121,14414,46234,35960,7705
t3092,49811,1605,12862,44829,34867,7471
t3093,47835,239,12401,43051,33484,7175
t3094,47367,0,12903,42630,33156,7105
t3095,46037,0,13925,41433,32225,6905
t3096,42707,0,14134,38436,29894,6406
t3097,39978,0,15486,35980,27984,5996
t3098,37759,0,16034,33983,26431,5663
t3099,37248,0,16541,33523,26073,5587
t3100,36652,0,16979,32986,25656,5497
t3101,36248,2,16776,32623,25373,5437
t3102,36524,216,16902,32871,25566,5478
t3103,36574,1731,16143,32916,25601,5486
t3104,39592,4715,15841,35632,27714,5938
t3105,43280,8527,15977,38952,30295,6492
t3106,46847,12633,15918,42162,32792,7027
t3107,49436,16389,14674,44492,34605,7415
t3108,51418,19223,13430,46276,35992,7712
t3109,49959,20838,11941,44963,34971,7493
t3110,47872,21617,10345,43084,33510,7180
t3111,45326,21158,8984,40793,31728,6798
t3112,44026,19249,7592,39623,30818,6603
t3113,43128,15727,6253,38815,30189,6469
t3114,43853,11041,5176,39467,30697,6577
t3115,45608,5949,3968,41047,31925,6841
t3116,46628,2088,2605,41965,32639,6994
t3117,46767,274,1937,42090,32736,7015
t3118,48065,0,2357,43258,33645,7209
t3119,47210,0,3345,42489,33047,7081
t3120,43604,0,4628,39243,30522,6540
t3121,40746,0,5867,36671,28522,6111
t3122,38981,0,6508,35082,27286,5847
t3123,38288,0,6946,34459,26801,5743
t3124,38772,0,7327,34894,27140,5815
t3125,40815,3,7666,36733,28570,6122
t3126,44457,262,8417,40011,31119,6668
t3127,52951,2171,8707,47655,37065,7942
t3128,59499,6068,7967,53549,41649,8924
t3129,62746,10793,6316,56471,43922,9411
t3130,63093,15510,5432,56783,44165,9463
t3131,64968,19345,5373,58471,45477,9745
t3132,66800,21371,5608,60120,46760,10020
t3133,66547,22238,6103,59892,46582,9982
t3134,66179,21647,7204,59561,46325,9926
t3135,64896,20234,7769,58406,45427,9734
t3136,63627,17788,7908,57264,44538,9544
t3137,61492,14029,7686,55342,43044,9223
t3138,60950,9741,6972,54855,42665,9142
t3139,60674,5456,6266,54606,42471,9101
t3140,60233,2081,5594,54209,42163,9034
t3141,57741,278,5625,51966,40418,8661
t3142,57171,0,6432,51453,40019,8575
t3143,53955,0,6829,48559,37768,8093
t3144,48271,0,7291,43443,33789,7240
t3145,45111,0,7256,40599,31577,6766
t3146,43273,0,6944,38945,30291,6490
t3147,42174,0,6564,37956,29521,6326
t3148,42400,0,6954,38160,29679,6360
t3149,43680,3,7447,39312,30575,6552
t3150,46938,238,7801,42244,32856,7040
t3151,54261,1975,7777,48834,37982,8139
t3152,59597,5160,6616,53637,41717,8939
t3153,62048,9219,4848,55843,43433,9307
t3154,62733,13140,4056,56459,43913,9409
t3155,64181,16266,4347,57762,44926,9627
t3156,65952,18664,5790,59356,46166,9892
t3157,66031,19661,9379,59427,46221,9904
t3158,65643,19094,13669,59078,45950,9846
t3159,64906,17664,16785,58415,45434,9735
t3160,63866,15217,18887,57479,44706,9579
t3161,63310,11625,19626,56979,44317,9496
t3162,62512,7700,20048,56260,43758,9376
t3163,62837,3964,20908,56553,43985,9425
t3164,61865,1409,20277,55678,43305,9279
t3165,58771,193,17896,52893,41139,8815
t3166,56845,0,15228,51160,39791,8526
t3167,53415,0,13193,48073,37390,8012
t3168,48965,0,11225,44068,34275,7344
t3169,45314,0,10492,40782,31719,6797
t3170,43583,0,10315,39224,30508,6537
t3171,42449,0,10690,38204,29714,6367
t3172,42737,0,10775,38463,29915,6410
t3173,44049,5,10895,39644,30834,6607
t3174,47438,287,11137,42694,33206,7115
t3175,55260,1875,10997,49734,38682,8289
t3176,60867,5584,9850,54780,42606,9130
t3177,63348,10684,9575,57013,44343,9502
t3178,64047,15374,10391,57642,44832,9607
t3179,66410,18770,11706,59769,46487,9961
t3180,68329,20810,12624,61496,47830,10249
t3181,68033,21705,12720,61229,47623,10204
t3182,67236,21136,12075,60512,47065,10085
t3183,66092,18955,11653,59482,46264,9913
t3184,63999,15648,10470,57599,44799,9599
t3185,61259,11767,9227,55133,42881,9188
t3186,60325,8049,8093,54292,42227,9048
t3187,59769,4787,7253,53792,41838,8965
t3188,58870,1817,6673,52983,41209,8830
t3189,56598,225,6442,50938,39618,8489
t3190,54885,3,6510,49396,38419,8232
t3191,51364,0,6409,46227,35954,7704
t3192,47129,0,6252,42416,32990,7069
t3193,43243,0,5789,38918,30270,6486
t3194,40602,0,5526,36541,28421,6090
t3195,39076,0,5537,35168,27353,5861
t3196,38739,0,5543,34865,27117,5810
t3197,38738,5,5375,34864,27116,5810
t3198,37562,272,5316,33805,26293,5634
t3199,37392,1780,5021,33652,26174,5608
t3200,40217,4640,4546,36195,28151,6032
t3201,43890,8175,4391,39501,30722,6583
t3202,46797,11486,4213,42117,32757,7019
t3203,48117,14112,3803,43305,33681,7217
t3204,49664,15855,3438,44697,34764,7449
t3205,48430,16797,3101,43587,33901,7264
t3206,46465,17151,2865,41818,32525,6969
t3207,45086,16326,2602,40577,31560,6762
t3208,43893,13964,2295,39503,30725,6583
t3209,43050,10977,2021,38745,30134,6457
t3210,43834,7671,1825,39450,30683,6575
t3211,45544,4317,1550,40989,31880,6831
t3212,45874,1617,1398,41286,32111,6881
t3213,45554,240,1460,40998,31887,6833
t3214,46433,4,1723,41789,32503,6964
t3215,45429,0,2082,40886,31800,6814
t3216,41987,0,2362,37788,29390,6298
t3217,38697,0,2526,34827,27087,5804
t3218,36896,0,2610,33206,25827,5534
t3219,36057,0,2613,32451,25239,5408
t3220,36124,0,2595,32511,25286,5418
t3221,37705,5,2694,33934,26393,5655
t3222,40211,208,2805,36189,28147,6031
t3223,45595,1372,2482,41035,31916,6839
t3224,51110,3680,1880,45999,35777,7666
t3225,54628,6539,1387,49165,38239,8194
t3226,56144,9454,1085,50529,39300,8421
t3227,57775,12130,1069,51997,40442,8666
t3228,58406,14469,1279,52565,40884,8760
t3229,57501,16441,1595,51750,40250,8625
t3230,55972,17720,1948,50374,39180,8395
t3231,54666,17633,2259,49199,38266,8199
t3232,53442,16013,2440,48097,37409,8016
t3233,52908,13219,2748,47617,37035,7936
t3234,52912,9309,2974,47620,37038,7936
t3235,52724,5198,3012,47451,36906,7908
t3236,52006,2102,2827,46805,36404,7800
t3237,50165,348,2693,45148,35115,7524
t3238,49720,4,2972,44748,34804,7458
t3239,47828,0,2898,43045,33479,7174
t3240,43816,0,2436,39434,30671,6572
t3241,40487,0,2183,36438,28340,6073
t3242,38046,0,2221,34241,26632,5706
t3243,36882,0,2332,33193,25817,5532
t3244,36775,0,2472,33097,25742,5516
t3245,37440,7,2567,33696,26208,5616
t3246,37823,341,2913,34040,26476,5673
t3247,39742,2137,3216,35767,27819,5961
t3248,43383,5453,3108,39044,30368,6507
t3249,47411,9481,3422,42669,33187,7111
t3250,50589,12830,4446,45530,35412,7588
t3251,52758,15378,5831,47482,36930,7913
t3252,54157,16734,6735,48741,37909,8123
t3253,53453,17056,7788,48107,37417,8017
t3254,51841,16106,8865,46656,36288,7776
t3255,51202,14018,9968,46081,35841,7680
t3256,50257,11061,10594,45231,35179,7538
t3257,50428,8110,11346,45385,35299,7564
t3258,50399,5290,12185,45359,35279,7559
t3259,50933,2900,12914,45839,35653,7639
t3260,49828,1090,12477,44845,34879,7474
t3261,47653,161,12566,42887,33357,7147
t3262,46342,3,11712,41707,32439,6951
t3263,45307,0,11414,40776,31714,6796
t3264,41951,0,11556,37755,29365,6292
t3265,38684,0,11446,34815,27078,5802
t3266,36256,0,11301,32630,25379,5438
t3267,34562,0,11040,31105,24193,5184
t3268,34479,0,10914,31031,24135,5171
t3269,34703,6,10562,31232,24292,5205
t3270,34323,259,9636,30890,24026,5148
t3271,34948,1614,8462,31453,24463,5242
t3272,36960,4160,7546,33264,25872,5544
t3273,40422,7997,8294,36379,28295,6063
t3274,44175,12006,9910,39757,30922,6626
t3275,47509,14374,11351,42758,33256,7126
t3276,50711,15044,12322,45639,35497,7606
t3277,50868,16171,12951,45781,35607,7630
t3278,48812,16796,13269,43930,34168,7321
t3279,47217,16387,13140,42495,33051,7082
t3280,46705,15172,13244,42034,32693,7005
t3281,46234,12509,12444,41610,32363,6935
t3282,46994,9094,12136,42294,32895,7049
t3283,48159,5299,10927,43343,33711,7223
t3284,48025,2191,8396,43222,33617,7203
t3285,46463,365,6162,41816,32524,6969
t3286,46747,5,5559,42072,32722,7012
t3287,46512,0,5354,41860,32558,6976
t3288,42514,0,5000,38262,29759,6377
t3289,39695,0,4802,35725,27786,5954
t3290,38283,0,4465,34454,26798,5742
t3291,37748,0,4099,33973,26423,5662
t3292,38390,0,3822,34551,26873,5758
t3293,39909,10,3462,35918,27936,5986
t3294,43778,372,3192,39400,30644,6566
t3295,52408,2255,3034,47167,36685,7861
t3296,58966,5695,2806,53069,41276,8844
t3297,62090,10096,2376,55881,43463,9313
t3298,62795,14524,2494,56515,43956,9419
t3299,64715,17978,3805,58243,45300,9707
t3300,65681,19861,5089,59112,45976,9852
t3301,65944,20901,6305,59349,46160,9891
t3302,64625,21328,7211,58162,45237,9693
t3303,63132,20194,7974,56818,44192,9469
t3304,62257,17819,8986,56031,43579,9338
t3305,60421,14054,9115,54378,42294,9063
t3306,60031,9546,8570,54027,42021,9004
t3307,60196,5177,7826,54176,42137,9029
t3308,59437,1931,7561,53493,41605,8915
t3309,57483,325,8200,51734,40238,8622
t3310,56602,4,9504,50941,39621,8490
t3311,53849,0,10668,48464,37694,8077
t3312,48041,0,10742,43236,33628,7206
t3313,44513,0,10514,40061,31159,6676
t3314,43003,0,9570,38702,30102,6450
t3315,41674,0,9232,37506,29171,6251
t3316,41876,0,9277,37688,29313,6281
t3317,43646,10,8891,39281,30552,6546
t3318,46427,295,8631,41784,32498,6964
t3319,55152,1596,8876,49636,38606,8272
t3320,60985,3610,8458,54886,42689,9147
t3321,64108,6151,9642,57697,44875,9616
t3322,65407,9208,12623,58866,45784,9811
t3323,67323,11791,14375,60590,47126,10098
t3324,68292,13369,15199,61462,47804,10243
t3325,67740,14326,15727,60966,47418,10161
t3326,65834,14956,15501,59250,46083,9875
t3327,65690,14213,15627,59121,45983,9853
t3328,64618,12484,14565,58156,45232,9692
t3329,63376,9975,13801,57038,44363,9506
t3330,62492,6949,12132,56242,43744,9373
t3331,61912,4178,10538,55720,43338,9286
t3332,60760,1640,8185,54684,42532,9114
t3333,58645,314,5747,52780,41051,8796
t3334,56637,7,4990,50973,39645,8495
t3335,53468,0,4834,48121,37427,8020
t3336,48725,0,4802,43852,34107,7308
t3337,45300,0,4705,40770,31709,6795
t3338,43301,0,4819,38970,30310,6495
t3339,41856,0,4687,37670,29299,6278
t3340,41856,0,4489,37670,29299,6278
t3341,43555,10,4422,39199,30488,6533
t3342,46705,283,4481,42034,32693,7005
t3343,54337,1448,4117,48903,38035,8150
t3344,60373,3553,3322,54335,42261,9055
t3345,62962,5914,3123,56665,44073,9444
t3346,63773,8166,3061,57395,44641,9565
t3347,65453,9494,3311,58907,45817,9817
t3348,66663,10607,3484,59996,46664,9999
t3349,65484,11342,3816,58935,45838,9822
t3350,64548,11878,3855,58093,45183,9682
